site,date,ACCUMULATED PRECIPITATION,SWE,AIR TEMP,DISCHARGE,ROS
990:WA:SNTL,2016-03-16,77.8,45.3,38.12,286.0,1.0
990:WA:SNTL,2016-03-17,77.9,45.3,35.78,268.0,1.0
990:WA:SNTL,2016-03-18,78.0,45.3,38.66,253.0,1.0
990:WA:SNTL,2016-03-19,78.1,45.3,40.46,242.0,1.0
990:WA:SNTL,2016-03-20,78.0,45.4,42.08,231.0,1.0
990:WA:SNTL,2016-03-21,78.1,45.7,45.68,231.0,1.0
990:WA:SNTL,2016-03-22,78.2,45.8,43.52,245.0,1.0
990:WA:SNTL,2016-03-23,78.2,45.6,40.64,239.0,1.0
990:WA:SNTL,2016-03-24,78.6,45.6,37.04,259.0,1.0
990:WA:SNTL,2016-03-25,78.7,45.6,41.18,250.0,1.0
990:WA:SNTL,2016-03-26,78.7,45.5,42.62,242.0,1.0
990:WA:SNTL,2016-03-27,79.2,45.9,39.38,271.0,1.0
990:WA:SNTL,2016-03-28,79.3,45.9,42.62,274.0,1.0
990:WA:SNTL,2016-03-29,79.3,45.9,49.1,250.0,1.0
990:WA:SNTL,2016-03-30,79.3,45.9,52.16,242.0,1.0
990:WA:SNTL,2016-03-31,79.3,45.8,48.92,259.0,1.0
990:WA:SNTL,2017-01-01,38.6,16.7,24.44,139.0,0.0
990:WA:SNTL,2017-01-02,26.3,16.7,21.2,135.0,0.0
990:WA:SNTL,2017-01-03,26.2,16.6,9.86,129.0,0.0
990:WA:SNTL,2017-01-04,26.1,16.5,1.58,125.0,0.0
990:WA:SNTL,2017-01-05,26.1,16.6,5.36,124.0,0.0
990:WA:SNTL,2017-01-06,26.2,16.7,14.0,124.0,0.0
990:WA:SNTL,2017-01-07,26.2,16.6,13.46,124.0,0.0
990:WA:SNTL,2017-01-08,26.3,16.9,25.88,123.0,0.0
990:WA:SNTL,2017-01-09,26.3,17.9,31.28,129.0,0.0
990:WA:SNTL,2017-01-10,26.3,17.9,26.24,123.0,0.0
990:WA:SNTL,2017-01-11,26.2,17.9,12.38,118.0,0.0
990:WA:SNTL,2017-01-12,26.1,17.7,5.0,113.0,0.0
990:WA:SNTL,2017-01-13,26.2,17.8,12.02,113.0,0.0
990:WA:SNTL,2017-01-14,26.2,17.9,27.5,116.0,0.0
990:WA:SNTL,2017-01-15,26.3,18.0,32.72,116.0,1.0
990:WA:SNTL,2017-01-16,26.3,18.0,34.7,118.0,0.0
990:WA:SNTL,2017-01-17,26.3,19.4,35.6,121.0,1.0
990:WA:SNTL,2017-01-18,26.3,21.1,35.24,330.0,1.0
990:WA:SNTL,2017-01-19,26.4,21.8,35.6,308.0,1.0
990:WA:SNTL,2017-01-20,26.5,22.4,36.32,256.0,1.0
990:WA:SNTL,2017-01-21,26.5,22.3,38.3,220.0,1.0
990:WA:SNTL,2017-01-22,26.6,22.2,35.96,194.0,1.0
990:WA:SNTL,2017-01-23,26.6,22.2,33.98,182.0,1.0
990:WA:SNTL,2017-01-24,26.6,22.1,32.9,170.0,0.0
990:WA:SNTL,2017-01-25,26.7,22.1,33.08,161.0,1.0
990:WA:SNTL,2017-01-26,26.7,22.1,32.54,154.0,0.0
990:WA:SNTL,2017-01-27,26.7,22.0,33.08,150.0,0.0
990:WA:SNTL,2017-01-28,26.7,22.0,34.7,146.0,1.0
990:WA:SNTL,2017-01-29,26.8,22.0,35.42,142.0,1.0
990:WA:SNTL,2017-01-30,26.8,22.1,34.7,139.0,0.0
990:WA:SNTL,2017-01-31,26.8,22.1,32.0,137.0,0.0
990:WA:SNTL,2017-02-01,26.8,22.0,24.62,135.0,0.0
990:WA:SNTL,2017-02-02,26.7,22.0,22.64,133.0,0.0
990:WA:SNTL,2017-02-03,26.8,22.4,26.42,131.0,0.0
990:WA:SNTL,2017-02-04,26.8,23.6,26.06,133.0,0.0
990:WA:SNTL,2017-02-05,26.8,24.6,25.7,137.0,0.0
990:WA:SNTL,2017-02-06,26.7,25.3,21.74,148.0,0.0
990:WA:SNTL,2017-02-07,26.7,25.6,19.76,139.0,0.0
990:WA:SNTL,2017-02-08,26.6,25.8,20.48,129.0,0.0
990:WA:SNTL,2017-02-09,26.6,28.9,34.52,204.0,0.0
990:WA:SNTL,2017-02-10,26.6,29.5,34.88,533.0,1.0
990:WA:SNTL,2017-02-11,26.6,29.7,33.98,334.0,1.0
990:WA:SNTL,2017-02-12,26.6,29.8,33.62,256.0,1.0
990:WA:SNTL,2017-02-13,26.6,29.8,35.78,220.0,1.0
990:WA:SNTL,2017-02-14,26.6,29.9,37.58,202.0,1.0
990:WA:SNTL,2017-02-15,26.6,32.1,36.32,860.0,0.0
990:WA:SNTL,2017-02-16,26.6,31.6,38.84,1600.0,1.0
990:WA:SNTL,2017-02-17,26.6,31.2,36.32,1360.0,1.0
990:WA:SNTL,2017-02-18,26.6,31.0,37.4,805.0,0.0
990:WA:SNTL,2017-02-19,26.6,31.1,37.04,604.0,1.0
990:WA:SNTL,2017-02-20,26.6,31.7,36.14,486.0,1.0
990:WA:SNTL,2017-02-21,26.6,31.8,35.6,415.0,1.0
990:WA:SNTL,2017-02-22,26.6,31.9,31.64,361.0,0.0
990:WA:SNTL,2017-02-23,26.6,32.0,33.26,324.0,1.0
990:WA:SNTL,2017-02-24,26.6,32.1,33.62,295.0,1.0
990:WA:SNTL,2017-02-25,26.6,32.2,31.1,274.0,0.0
990:WA:SNTL,2017-02-26,26.6,32.5,30.38,259.0,0.0
990:WA:SNTL,2017-02-27,26.6,32.5,29.3,245.0,0.0
990:WA:SNTL,2017-02-28,26.6,32.5,29.48,236.0,0.0
990:WA:SNTL,2017-03-01,26.6,33.1,35.6,220.0,1.0
990:WA:SNTL,2017-03-02,26.6,33.3,36.5,217.0,1.0
990:WA:SNTL,2017-03-03,26.6,34.3,34.7,236.0,1.0
990:WA:SNTL,2017-03-04,26.6,35.2,33.98,292.0,1.0
990:WA:SNTL,2017-03-05,26.6,35.7,33.44,253.0,0.0
990:WA:SNTL,2017-03-06,26.6,36.4,30.74,234.0,0.0
990:WA:SNTL,2017-03-07,26.6,37.0,27.86,220.0,0.0
990:WA:SNTL,2017-03-08,26.6,37.5,33.98,204.0,0.0
990:WA:SNTL,2017-03-09,26.6,38.1,37.94,204.0,0.0
990:WA:SNTL,2017-03-10,26.6,39.6,38.12,231.0,1.0
990:WA:SNTL,2017-03-11,26.6,39.6,36.86,234.0,1.0
990:WA:SNTL,2017-03-12,26.6,40.4,39.92,234.0,1.0
990:WA:SNTL,2017-03-13,26.6,40.4,39.56,301.0,1.0
990:WA:SNTL,2017-03-14,26.6,41.0,39.02,490.0,1.0
990:WA:SNTL,2017-03-15,26.6,40.5,39.74,1140.0,1.0
990:WA:SNTL,2017-03-16,26.6,40.2,36.32,1120.0,1.0
990:WA:SNTL,2017-03-17,26.6,40.0,37.94,888.0,1.0
990:WA:SNTL,2017-03-18,26.6,42.8,35.78,1220.0,1.0
990:WA:SNTL,2017-03-19,26.6,41.7,38.12,1220.0,1.0
990:WA:SNTL,2017-03-20,26.6,41.3,39.2,832.0,1.0
990:WA:SNTL,2017-03-21,26.6,42.0,41.9,621.0,1.0
990:WA:SNTL,2017-03-22,26.6,42.5,40.28,504.0,1.0
990:WA:SNTL,2017-03-23,26.6,42.2,39.2,456.0,1.0
990:WA:SNTL,2017-03-24,26.6,43.2,38.48,424.0,1.0
990:WA:SNTL,2017-03-25,26.6,43.6,38.66,428.0,1.0
990:WA:SNTL,2017-03-26,26.6,43.8,37.04,405.0,1.0
990:WA:SNTL,2017-03-27,26.6,44.2,39.74,372.0,1.0
990:WA:SNTL,2017-03-28,26.6,44.6,37.76,351.0,1.0
990:WA:SNTL,2017-03-29,26.6,45.5,38.66,436.0,1.0
990:WA:SNTL,2017-03-30,26.6,46.5,41.0,537.0,1.0
990:WA:SNTL,2017-03-31,33.2,44.9,44.78,498.0,1.0
990:WA:SNTL,2018-01-01,39.9,17.6,27.5,212.0,0.0
990:WA:SNTL,2018-01-02,39.9,17.6,35.6,199.0,1.0
990:WA:SNTL,2018-01-03,39.9,17.6,33.62,192.0,1.0
990:WA:SNTL,2018-01-04,39.9,17.7,35.42,187.0,1.0
990:WA:SNTL,2018-01-05,40.2,18.1,36.14,212.0,1.0
990:WA:SNTL,2018-01-06,40.4,18.1,36.5,265.0,1.0
990:WA:SNTL,2018-01-07,40.4,17.9,34.88,271.0,1.0
990:WA:SNTL,2018-01-08,40.5,18.1,35.6,253.0,1.0
990:WA:SNTL,2018-01-09,40.9,18.5,35.78,262.0,1.0
990:WA:SNTL,2018-01-10,41.0,18.7,34.16,262.0,1.0
990:WA:SNTL,2018-01-11,41.7,19.4,31.28,265.0,0.0
990:WA:SNTL,2018-01-12,42.1,19.8,35.24,262.0,1.0
990:WA:SNTL,2018-01-13,42.2,20.0,36.68,253.0,1.0
990:WA:SNTL,2018-01-14,42.2,20.0,37.04,253.0,1.0
990:WA:SNTL,2018-01-15,42.3,20.0,37.94,277.0,1.0
990:WA:SNTL,2018-01-16,42.6,20.3,36.14,358.0,1.0
990:WA:SNTL,2018-01-17,43.0,20.6,34.7,362.0,1.0
990:WA:SNTL,2018-01-18,44.6,21.5,35.06,508.0,1.0
990:WA:SNTL,2018-01-19,45.0,21.9,35.6,495.0,1.0
990:WA:SNTL,2018-01-20,45.4,22.3,33.98,429.0,1.0
990:WA:SNTL,2018-01-21,46.4,23.3,33.26,384.0,1.0
990:WA:SNTL,2018-01-22,47.5,24.3,38.12,344.0,1.0
990:WA:SNTL,2018-01-23,48.3,25.1,32.18,317.0,0.0
990:WA:SNTL,2018-01-24,50.2,27.1,36.32,301.0,1.0
990:WA:SNTL,2018-01-25,50.7,27.8,34.16,295.0,1.0
990:WA:SNTL,2018-01-26,51.1,28.5,31.28,274.0,0.0
990:WA:SNTL,2018-01-27,51.8,29.7,33.26,256.0,1.0
990:WA:SNTL,2018-01-28,53.1,30.3,35.42,250.0,1.0
990:WA:SNTL,2018-01-29,53.5,31.5,35.96,330.0,1.0
990:WA:SNTL,2018-01-30,55.0,31.8,34.7,621.0,1.0
990:WA:SNTL,2018-01-31,55.4,32.1,35.96,516.0,1.0
990:WA:SNTL,2018-02-01,56.3,32.5,39.56,422.0,1.0
990:WA:SNTL,2018-02-02,56.9,33.2,35.42,433.0,1.0
990:WA:SNTL,2018-02-03,57.0,33.2,36.32,534.0,1.0
990:WA:SNTL,2018-02-04,58.6,34.2,37.76,1280.0,1.0
990:WA:SNTL,2018-02-05,58.7,34.1,38.48,1370.0,1.0
990:WA:SNTL,2018-02-06,58.7,33.5,36.68,1060.0,1.0
990:WA:SNTL,2018-02-07,58.9,33.3,37.76,768.0,1.0
990:WA:SNTL,2018-02-08,59.6,34.1,38.48,823.0,1.0
990:WA:SNTL,2018-02-09,59.8,33.8,35.78,851.0,1.0
990:WA:SNTL,2018-02-10,60.0,33.3,27.32,700.0,0.0
990:WA:SNTL,2018-02-11,60.2,33.1,27.86,584.0,0.0
990:WA:SNTL,2018-02-12,60.5,32.9,27.5,503.0,0.0
990:WA:SNTL,2018-02-13,60.7,32.7,33.98,445.0,1.0
990:WA:SNTL,2018-02-14,60.2,33.2,33.8,399.0,1.0
990:WA:SNTL,2018-02-15,60.5,33.2,32.18,365.0,0.0
990:WA:SNTL,2018-02-16,60.5,33.7,34.34,327.0,1.0
990:WA:SNTL,2018-02-17,61.3,34.7,33.26,314.0,1.0
990:WA:SNTL,2018-02-18,62.0,35.2,30.02,311.0,0.0
990:WA:SNTL,2018-02-19,62.0,35.3,16.88,292.0,0.0
990:WA:SNTL,2018-02-20,62.0,35.4,21.92,259.0,0.0
990:WA:SNTL,2018-02-21,62.2,35.5,22.64,250.0,0.0
990:WA:SNTL,2018-02-22,62.4,35.5,20.66,236.0,0.0
990:WA:SNTL,2018-02-23,62.5,35.6,22.1,225.0,0.0
990:WA:SNTL,2018-02-24,62.3,36.0,32.36,220.0,1.0
990:WA:SNTL,2018-02-25,62.5,37.1,31.46,220.0,0.0
990:WA:SNTL,2018-02-26,63.4,37.2,31.46,210.0,0.0
990:WA:SNTL,2018-02-27,63.6,37.5,36.32,202.0,1.0
990:WA:SNTL,2018-02-28,63.5,37.7,34.7,197.0,1.0
990:WA:SNTL,2018-03-01,64.4,38.5,35.42,192.0,1.0
990:WA:SNTL,2018-03-02,64.6,38.6,33.62,187.0,0.0
990:WA:SNTL,2018-03-03,64.6,38.8,32.72,182.0,1.0
990:WA:SNTL,2018-03-04,64.6,38.9,33.98,175.0,1.0
990:WA:SNTL,2018-03-05,64.7,39.0,34.52,173.0,1.0
990:WA:SNTL,2018-03-06,64.7,39.1,34.34,166.0,1.0
990:WA:SNTL,2018-03-07,64.8,39.1,39.74,166.0,1.0
990:WA:SNTL,2018-03-08,65.2,39.8,36.32,163.0,1.0
990:WA:SNTL,2018-03-09,66.4,40.9,34.88,187.0,1.0
990:WA:SNTL,2018-03-10,66.5,40.9,37.04,173.0,1.0
990:WA:SNTL,2018-03-11,66.4,40.9,39.38,170.0,1.0
990:WA:SNTL,2018-03-12,66.4,41.0,42.98,170.0,1.0
990:WA:SNTL,2018-03-13,66.5,41.1,42.98,180.0,1.0
990:WA:SNTL,2018-03-14,66.7,41.5,38.84,220.0,1.0
990:WA:SNTL,2018-03-15,66.8,41.6,40.28,228.0,1.0
990:WA:SNTL,2018-03-16,66.8,41.6,43.16,225.0,1.0
990:WA:SNTL,2018-03-17,66.8,41.6,43.52,215.0,1.0
990:WA:SNTL,2018-03-18,66.8,41.6,41.9,210.0,1.0
990:WA:SNTL,2018-03-19,66.8,41.5,39.74,210.0,1.0
990:WA:SNTL,2018-03-20,66.8,41.6,40.1,204.0,1.0
990:WA:SNTL,2018-03-21,66.8,41.6,43.88,204.0,1.0
990:WA:SNTL,2018-03-22,67.0,41.9,39.38,215.0,1.0
990:WA:SNTL,2018-03-23,67.3,42.2,33.98,217.0,1.0
990:WA:SNTL,2018-03-24,67.4,42.3,35.6,210.0,1.0
990:WA:SNTL,2018-03-25,67.4,42.3,37.22,204.0,1.0
990:WA:SNTL,2018-03-26,67.6,42.4,35.6,197.0,1.0
990:WA:SNTL,2018-03-27,67.9,42.6,39.74,194.0,1.0
990:WA:SNTL,2018-03-28,68.0,42.8,40.28,197.0,1.0
990:WA:SNTL,2018-03-29,67.9,42.8,40.46,199.0,1.0
990:WA:SNTL,2018-03-30,68.0,42.8,43.34,199.0,1.0
990:WA:SNTL,2018-03-31,68.0,42.8,44.78,202.0,1.0
990:WA:SNTL,2019-01-01,35.6,16.2,30.02,240.0,0.0
990:WA:SNTL,2019-01-02,35.7,16.3,35.78,220.0,1.0
990:WA:SNTL,2019-01-03,37.0,16.9,34.52,481.0,1.0
990:WA:SNTL,2019-01-04,38.3,17.1,35.06,865.0,1.0
990:WA:SNTL,2019-01-05,38.4,17.0,35.42,667.0,1.0
990:WA:SNTL,2019-01-06,38.9,17.4,33.98,481.0,1.0
990:WA:SNTL,2019-01-07,39.4,17.8,31.28,398.0,0.0
990:WA:SNTL,2019-01-08,39.5,18.0,27.86,331.0,0.0
990:WA:SNTL,2019-01-09,40.8,19.2,35.24,289.0,1.0
990:WA:SNTL,2019-01-10,41.3,19.8,35.6,285.0,1.0
990:WA:SNTL,2019-01-11,41.4,19.9,35.42,282.0,1.0
990:WA:SNTL,2019-01-12,41.4,19.9,34.16,260.0,1.0
990:WA:SNTL,2019-01-13,41.4,19.9,33.98,243.0,1.0
990:WA:SNTL,2019-01-14,41.3,20.0,33.08,226.0,1.0
990:WA:SNTL,2019-01-15,41.3,20.0,33.98,217.0,1.0
990:WA:SNTL,2019-01-16,41.4,20.0,33.44,204.0,1.0
990:WA:SNTL,2019-01-17,41.6,20.2,35.96,195.0,1.0
990:WA:SNTL,2019-01-18,41.9,20.5,36.14,189.0,1.0
990:WA:SNTL,2019-01-19,42.7,21.4,34.88,201.0,1.0
990:WA:SNTL,2019-01-20,42.9,21.6,34.16,211.0,1.0
990:WA:SNTL,2019-01-21,42.8,21.6,31.1,192.0,0.0
990:WA:SNTL,2019-01-22,42.9,21.6,34.16,184.0,1.0
990:WA:SNTL,2019-01-23,43.9,22.5,35.42,192.0,1.0
990:WA:SNTL,2019-01-24,43.9,22.5,33.98,189.0,1.0
990:WA:SNTL,2019-01-25,43.9,22.5,35.06,181.0,1.0
990:WA:SNTL,2019-01-26,44.0,22.4,34.52,173.0,1.0
990:WA:SNTL,2019-01-27,44.0,22.4,34.52,168.0,1.0
990:WA:SNTL,2019-01-28,44.0,22.4,33.8,166.0,1.0
990:WA:SNTL,2019-01-29,43.9,22.3,29.48,163.0,0.0
990:WA:SNTL,2019-01-30,43.9,22.3,35.24,159.0,1.0
990:WA:SNTL,2019-01-31,44.0,22.4,38.48,161.0,1.0
990:WA:SNTL,2019-02-01,44.6,22.8,35.96,170.0,1.0
990:WA:SNTL,2019-02-02,45.0,23.1,35.96,234.0,1.0
990:WA:SNTL,2019-02-03,45.2,22.6,34.52,223.0,1.0
990:WA:SNTL,2019-02-04,45.2,22.7,16.34,205.0,0.0
990:WA:SNTL,2019-02-05,45.2,22.7,14.54,178.0,0.0
990:WA:SNTL,2019-02-06,45.2,22.7,17.42,170.0,0.0
990:WA:SNTL,2019-02-07,45.3,22.7,28.04,166.0,0.0
990:WA:SNTL,2019-02-08,45.5,22.9,25.34,161.0,0.0
990:WA:SNTL,2019-02-09,45.5,23.0,17.96,159.0,0.0
990:WA:SNTL,2019-02-10,45.5,23.0,17.6,154.0,0.0
990:WA:SNTL,2019-02-11,45.9,23.2,17.78,152.0,0.0
990:WA:SNTL,2019-02-12,47.1,24.5,18.32,150.0,0.0
990:WA:SNTL,2019-02-13,47.5,24.8,22.82,150.0,0.0
990:WA:SNTL,2019-02-14,47.6,25.0,30.74,150.0,0.0
990:WA:SNTL,2019-02-15,48.0,25.1,36.68,146.0,1.0
990:WA:SNTL,2019-02-16,48.1,25.1,33.44,139.0,1.0
990:WA:SNTL,2019-02-17,48.1,25.0,31.28,135.0,0.0
990:WA:SNTL,2019-02-18,48.1,24.9,27.32,133.0,0.0
990:WA:SNTL,2019-02-19,48.1,24.8,31.82,129.0,0.0
990:WA:SNTL,2019-02-20,48.3,24.9,32.9,129.0,0.0
990:WA:SNTL,2019-02-21,48.3,24.8,28.94,127.0,0.0
990:WA:SNTL,2019-02-22,48.5,24.8,30.02,125.0,0.0
990:WA:SNTL,2019-02-23,48.5,24.8,32.9,125.0,0.0
990:WA:SNTL,2019-02-24,48.5,25.0,29.66,121.0,0.0
990:WA:SNTL,2019-02-25,48.5,25.2,28.58,119.0,0.0
990:WA:SNTL,2019-02-26,48.5,25.2,22.1,119.0,0.0
990:WA:SNTL,2019-02-27,48.5,25.4,31.28,116.0,0.0
990:WA:SNTL,2019-02-28,48.6,25.6,30.2,116.0,0.0
990:WA:SNTL,2019-03-01,48.6,25.7,33.62,114.0,1.0
990:WA:SNTL,2019-03-02,48.6,25.8,32.0,114.0,0.0
990:WA:SNTL,2019-03-03,48.6,25.9,29.3,112.0,0.0
990:WA:SNTL,2019-03-04,48.6,26.0,27.5,110.0,0.0
990:WA:SNTL,2019-03-05,48.5,26.1,33.08,110.0,1.0
990:WA:SNTL,2019-03-06,48.6,26.2,36.32,108.0,0.0
990:WA:SNTL,2019-03-07,49.0,26.5,33.08,108.0,0.0
990:WA:SNTL,2019-03-08,49.0,26.7,32.9,106.0,0.0
990:WA:SNTL,2019-03-09,48.9,26.7,34.88,105.0,0.0
990:WA:SNTL,2019-03-10,48.9,26.8,35.24,105.0,0.0
990:WA:SNTL,2019-03-11,48.9,27.0,42.26,103.0,1.0
990:WA:SNTL,2019-03-12,49.1,27.3,36.86,103.0,1.0
990:WA:SNTL,2019-03-13,49.2,27.3,38.3,103.0,0.0
990:WA:SNTL,2019-03-14,49.1,27.4,41.0,101.0,1.0
990:WA:SNTL,2019-03-15,49.1,27.5,42.8,101.0,1.0
990:WA:SNTL,2019-03-16,49.0,27.5,43.88,101.0,1.0
990:WA:SNTL,2019-03-17,49.0,27.5,45.86,103.0,1.0
990:WA:SNTL,2019-03-18,49.0,27.6,46.58,106.0,1.0
990:WA:SNTL,2019-03-19,49.0,27.6,48.2,112.0,1.0
990:WA:SNTL,2019-03-20,49.0,27.6,49.64,123.0,1.0
990:WA:SNTL,2019-03-21,49.0,27.6,48.56,150.0,1.0
990:WA:SNTL,2019-03-22,49.0,27.3,44.96,175.0,1.0
990:WA:SNTL,2019-03-23,49.0,27.0,46.76,198.0,1.0
990:WA:SNTL,2019-03-24,49.0,26.7,44.24,212.0,1.0
990:WA:SNTL,2019-03-25,49.0,26.3,43.34,219.0,1.0
990:WA:SNTL,2019-03-26,49.5,26.2,41.18,230.0,1.0
990:WA:SNTL,2019-03-27,49.5,26.2,40.28,226.0,1.0
990:WA:SNTL,2019-03-28,49.4,25.9,47.66,209.0,1.0
990:WA:SNTL,2019-03-29,49.5,25.6,45.5,198.0,1.0
990:WA:SNTL,2019-03-30,49.4,25.4,51.26,191.0,1.0
990:WA:SNTL,2019-03-31,49.4,25.3,50.36,214.0,1.0
990:WA:SNTL,2020-01-01,20.4,10.0,35.78,856.0,0.0
990:WA:SNTL,2020-01-02,20.6,10.0,34.34,781.0,0.0
990:WA:SNTL,2020-01-03,20.9,10.3,35.96,584.0,0.0
990:WA:SNTL,2020-01-04,22.5,11.6,37.22,904.0,0.0
990:WA:SNTL,2020-01-05,22.8,12.1,32.36,753.0,0.0
990:WA:SNTL,2020-01-06,22.9,13.1,31.82,578.0,0.0
990:WA:SNTL,2020-01-07,24.2,14.7,34.52,1000.0,0.0
990:WA:SNTL,2020-01-08,24.5,14.9,33.98,1080.0,1.0
990:WA:SNTL,2020-01-09,24.6,14.9,27.86,868.0,0.0
990:WA:SNTL,2020-01-10,25.1,15.6,28.04,638.0,0.0
990:WA:SNTL,2020-01-11,25.6,16.0,33.44,518.0,1.0
990:WA:SNTL,2020-01-12,26.4,16.9,30.74,432.0,0.0
990:WA:SNTL,2020-01-13,26.5,17.1,29.66,377.0,0.0
990:WA:SNTL,2020-01-14,26.5,17.2,5.18,314.0,0.0
990:WA:SNTL,2020-01-15,27.1,17.8,11.12,275.0,0.0
990:WA:SNTL,2020-01-16,28.1,18.7,29.84,272.0,0.0
990:WA:SNTL,2020-01-17,28.4,18.9,29.84,254.0,0.0
990:WA:SNTL,2020-01-18,29.2,19.9,30.2,229.0,0.0
990:WA:SNTL,2020-01-19,29.4,20.1,35.6,216.0,1.0
990:WA:SNTL,2020-01-20,29.5,20.3,35.42,204.0,1.0
990:WA:SNTL,2020-01-21,29.9,20.6,34.88,197.0,1.0
990:WA:SNTL,2020-01-22,31.1,21.9,34.7,200.0,1.0
990:WA:SNTL,2020-01-23,32.2,23.0,34.88,364.0,1.0
990:WA:SNTL,2020-01-24,32.8,23.1,36.32,770.0,1.0
990:WA:SNTL,2020-01-25,33.0,23.2,36.32,793.0,1.0
990:WA:SNTL,2020-01-26,33.5,23.5,35.96,628.0,1.0
990:WA:SNTL,2020-01-27,34.2,24.2,35.06,502.0,1.0
990:WA:SNTL,2020-01-28,35.1,25.2,36.14,428.0,1.0
990:WA:SNTL,2020-01-29,35.4,25.6,34.52,386.0,1.0
990:WA:SNTL,2020-01-30,35.5,25.6,34.7,382.0,1.0
990:WA:SNTL,2020-01-31,36.7,26.8,35.42,765.0,1.0
990:WA:SNTL,2020-02-01,40.2,27.3,37.4,3440.0,1.0
990:WA:SNTL,2020-02-02,40.3,26.8,30.74,2440.0,0.0
990:WA:SNTL,2020-02-03,40.4,26.7,27.5,1280.0,0.0
990:WA:SNTL,2020-02-04,40.6,26.8,26.06,880.0,0.0
990:WA:SNTL,2020-02-05,41.2,27.6,34.52,689.0,1.0
990:WA:SNTL,2020-02-06,41.6,28.1,34.88,589.0,1.0
990:WA:SNTL,2020-02-07,41.8,28.4,35.42,534.0,1.0
990:WA:SNTL,2020-02-08,42.7,29.4,35.06,508.0,1.0
